GPA,Programming_Skill,DBMS_Knowledge,Computer_Networks,Mathematics_Statistics,Web_Development,App_Development,Data_Analysis,Cybersecurity,Cloud_DevOps,UI_UX_Design,Testing_Debugging,Problem_Solving,Analytical_Thinking,Creativity,Communication_Skill,Leadership,Teamwork,Preferred_Work_Type,Work_Style,Career_Role
5.63,8,9,5,6,5,6,5,3,2,1,8,7,7,6,7,3,8,Technical,Individual,Software Engineer
4.66,6,3,4,4,2,3,3,2,3,2,8,6,6,4,7,3,5,Technical,Team,Software Tester
5.08,10,8,4,7,4,3,2,4,5,3,8,8,9,4,5,6,8,Technical,Individual,Software Engineer
5.0,4,6,3,10,1,2,9,1,2,1,5,8,9,5,6,4,4,Analytical,Individual,Data Analyst
4.69,3,2,3,1,5,5,1,2,2,8,4,5,7,8,10,4,6,Creative,Team,UI/UX Designer
5.02,7,4,4,8,2,3,8,2,7,2,5,9,8,3,5,4,5,Analytical,Individual,Machine Learning Engineer
5.01,10,5,2,9,2,3,7,1,6,1,9,8,8,3,5,4,3,Analytical,Individual,Machine Learning Engineer
5.0,7,4,8,4,4,3,4,3,7,1,4,6,9,4,4,5,6,Creative,Team,Cloud Engineer
4.55,3,2,1,2,3,3,4,2,2,7,3,7,5,8,7,3,9,Analytical,Team,UI/UX Designer
5.4,9,4,6,6,5,7,1,5,5,7,8,6,6,4,4,4,5,Technical,Individual,Mobile App Developer
4.58,4,8,4,5,3,1,5,2,3,2,2,6,5,5,7,7,8,Analytical,Team,Business Analyst
4.95,8,3,8,5,1,3,4,6,8,1,7,7,7,1,4,3,8,Technical,Team,Cloud Engineer
4.89,6,6,3,10,2,1,8,3,4,1,3,7,10,1,8,4,6,Analytical,Individual,Data Analyst
5.21,8,7,5,7,3,2,7,2,7,2,9,7,9,3,7,2,8,Analytical,Individual,Machine Learning Engineer
4.55,4,4,4,5,2,1,5,1,1,1,2,6,7,5,10,7,9,Analytical,Team,IT Project Coordinator
5.37,7,4,8,4,3,3,3,9,6,1,5,10,9,3,5,5,7,Technical,Individual,Cybersecurity Analyst
4.94,7,1,7,5,3,1,5,8,5,1,7,7,6,5,3,2,7,Technical,Individual,Cybersecurity Analyst
5.0,6,6,3,10,1,2,9,2,3,1,5,7,10,4,6,5,5,Analytical,Individual,Data Analyst
4.98,7,3,7,5,5,4,2,3,1,3,10,9,9,2,5,3,6,Technical,Team,Software Tester
4.56,4,2,4,3,2,2,2,1,3,2,10,6,6,5,5,4,6,Creative,Team,Software Tester
4.62,2,4,1,6,3,1,6,1,3,3,2,8,9,4,7,7,9,Analytical,Team,Business Analyst
5.03,4,10,3,7,3,3,10,3,3,3,1,8,10,3,7,5,4,Analytical,Individual,Data Analyst
5.11,8,5,4,10,6,2,7,2,1,1,6,9,9,3,6,2,6,Analytical,Team,Machine Learning Engineer
5.1,8,7,6,5,5,10,4,3,3,5,8,9,7,6,4,3,4,Technical,Individual,Mobile App Developer
4.96,5,4,1,8,2,1,6,1,1,4,4,9,7,4,10,8,9,Analytical,Team,Business Analyst
5.53,9,6,7,7,7,5,5,6,4,2,5,7,9,6,6,5,5,Analytical,Individual,Software Engineer
4.46,5,5,2,7,3,1,8,2,2,1,1,6,10,1,6,4,5,Analytical,Individual,Data Analyst
4.74,4,1,1,3,4,2,1,1,2,8,4,10,5,7,9,6,6,Creative,Team,UI/UX Designer
4.84,5,6,8,3,3,2,5,8,4,2,6,8,7,5,2,4,4,Technical,Individual,Cybersecurity Analyst
5.02,10,4,3,4,4,7,4,5,5,7,6,6,5,6,3,2,6,Technical,Team,Mobile App Developer
4.54,2,3,4,5,2,1,3,1,3,2,4,6,5,3,9,10,8,Creative,Team,IT Project Coordinator
4.99,3,5,3,7,3,2,6,2,3,2,2,9,9,4,9,5,6,Analytical,Team,Business Analyst
4.44,3,2,3,5,3,1,3,1,1,2,2,7,5,5,10,10,8,Analytical,Team,IT Project Coordinator
5.0,4,6,3,8,6,2,6,1,1,2,2,9,6,5,10,6,8,Analytical,Team,Business Analyst
4.04,5,3,4,4,2,1,3,1,1,2,1,6,5,4,8,8,7,Analytical,Team,IT Project Coordinator
4.35,4,4,7,3,2,3,4,6,7,2,7,6,6,1,4,2,5,Technical,Team,System Administrator
4.67,3,4,3,4,3,1,3,2,2,1,3,6,7,6,7,7,9,Analytical,Team,IT Project Coordinator
4.73,7,4,5,6,5,1,2,3,1,2,10,8,9,2,6,2,7,Technical,Team,Software Tester
4.77,6,6,8,4,3,2,3,1,7,1,4,8,5,5,7,3,5,Technical,Team,Cloud Engineer
5.2,6,3,10,6,4,2,2,10,6,2,8,7,9,1,5,4,5,Technical,Individual,Cybersecurity Analyst
4.48,7,7,4,6,2,1,8,1,3,2,2,6,8,4,6,4,4,Creative,Individual,Data Analyst
4.65,4,3,1,1,5,3,3,1,2,7,1,6,4,5,9,5,7,Creative,Team,UI/UX Designer
4.77,3,4,1,6,2,2,6,1,1,1,1,8,9,1,10,8,9,Analytical,Team,Business Analyst
4.62,5,6,7,5,3,2,2,7,8,1,5,6,5,1,6,1,7,Technical,Team,System Administrator
4.6,3,1,4,2,6,1,4,2,2,9,4,4,6,10,7,4,7,Creative,Team,UI/UX Designer
4.76,4,1,3,3,3,1,4,1,2,7,3,6,4,9,9,5,9,Creative,Team,UI/UX Designer
4.72,6,6,3,10,1,2,7,1,2,2,3,9,9,5,7,1,6,Analytical,Team,Machine Learning Engineer
4.93,4,5,5,4,4,2,4,1,3,1,9,8,7,2,7,5,10,Technical,Team,Software Tester
4.91,2,4,2,8,2,1,5,1,3,3,4,6,10,4,10,8,8,Analytical,Team,Business Analyst
4.84,6,6,3,3,1,1,1,6,8,1,6,8,9,3,4,3,8,Technical,Team,System Administrator
4.65,2,3,3,4,5,3,3,2,1,8,2,6,6,9,9,3,8,Creative,Team,UI/UX Designer
5.06,6,6,6,10,3,2,8,3,3,1,2,8,9,4,8,3,7,Analytical,Individual,Data Analyst
4.92,4,3,1,7,4,2,4,1,2,8,4,4,4,8,9,2,6,Creative,Team,UI/UX Designer
4.92,4,1,1,3,4,2,4,2,2,8,1,7,5,9,8,3,6,Creative,Team,UI/UX Designer
5.0,9,4,5,6,4,9,2,2,2,7,5,6,8,4,6,2,4,Technical,Individual,Mobile App Developer
5.13,7,6,5,4,7,6,4,3,3,2,5,7,8,5,7,5,6,Technical,Individual,Software Engineer
5.66,9,5,3,10,4,2,9,3,4,3,5,8,9,3,9,5,7,Analytical,Individual,Machine Learning Engineer
5.16,5,6,8,6,1,1,5,8,6,2,8,9,7,4,4,4,5,Technical,Individual,Cybersecurity Analyst
5.0,7,8,4,10,3,1,8,2,1,1,5,6,8,5,5,4,7,Creative,Individual,Data Analyst
5.18,7,5,6,3,4,1,5,3,9,2,4,9,10,4,7,5,7,Analytical,Team,Cloud Engineer
4.41,2,1,1,4,5,3,4,2,2,10,1,7,4,8,6,6,8,Creative,Team,UI/UX Designer
5.02,8,6,3,5,10,2,1,5,4,7,6,7,6,7,5,5,10,Technical,Team,Web Developer
5.01,9,6,9,7,7,4,3,1,2,2,8,8,6,6,5,5,5,Technical,Individual,Software Engineer
4.82,7,6,2,8,2,4,8,2,1,1,3,7,7,5,8,3,6,Analytical,Individual,Data Analyst
4.95,6,5,4,7,5,4,4,2,1,2,9,6,7,1,5,5,7,Technical,Team,Software Tester
4.43,4,3,3,5,3,1,4,2,2,2,2,7,6,4,8,10,8,Analytical,Team,IT Project Coordinator
5.28,9,5,2,9,3,5,10,2,5,2,6,7,9,6,5,3,2,Analytical,Individual,Machine Learning Engineer
5.0,7,6,2,10,2,3,8,1,4,3,6,7,7,4,6,5,4,Analytical,Individual,Machine Learning Engineer
5.08,9,9,6,3,3,10,3,4,5,7,7,8,7,5,4,5,5,Technical,Individual,Mobile App Developer
4.76,4,3,8,4,2,2,5,7,4,2,5,8,8,3,5,4,4,Creative,Individual,Cybersecurity Analyst
5.28,4,4,4,7,3,2,9,1,3,2,3,10,8,6,9,7,9,Analytical,Individual,Business Analyst
4.33,4,1,2,2,4,2,3,2,1,8,1,4,3,9,7,6,7,Creative,Team,UI/UX Designer
4.74,5,5,2,6,5,1,2,2,4,1,8,6,6,2,7,7,7,Technical,Team,Software Tester
5.44,9,9,4,4,4,6,3,3,4,1,8,9,6,6,5,6,6,Technical,Individual,Software Engineer
4.33,1,2,3,4,3,3,4,1,1,8,3,6,4,10,7,6,7,Analytical,Team,UI/UX Designer
5.02,9,6,4,6,2,8,2,4,5,6,8,7,7,5,4,4,7,Technical,Individual,Mobile App Developer
4.78,5,3,7,3,4,2,3,5,9,2,4,8,5,4,7,4,6,Technical,Team,Cloud Engineer
4.89,4,6,3,8,2,2,9,1,3,4,3,6,10,5,7,5,5,Analytical,Team,Data Analyst
5.0,7,5,5,6,2,8,3,3,4,4,5,10,5,5,5,3,5,Analytical,Individual,Mobile App Developer
5.05,7,7,5,9,4,3,7,1,6,2,4,8,7,6,4,1,5,Analytical,Individual,Machine Learning Engineer
5.19,8,6,6,6,4,3,5,5,8,1,7,6,7,4,6,2,5,Technical,Team,Cloud Engineer
5.08,7,3,10,7,3,1,3,10,3,2,7,8,7,5,3,5,7,Technical,Individual,Cybersecurity Analyst
5.02,9,4,2,9,4,2,5,3,5,1,7,9,10,5,4,3,6,Analytical,Individual,Machine Learning Engineer
5.24,9,7,6,6,7,3,3,2,3,3,7,9,7,6,5,5,8,Analytical,Individual,Software Engineer
5.01,9,6,3,6,3,9,2,3,4,4,6,8,6,6,9,5,8,Technical,Individual,Mobile App Developer
4.99,6,5,9,3,1,2,2,9,6,1,7,8,8,1,2,7,6,Technical,Individual,Cybersecurity Analyst
4.83,3,4,1,6,1,1,3,1,3,1,4,8,6,3,7,10,8,Analytical,Team,IT Project Coordinator
5.01,6,4,6,2,7,4,4,4,4,7,4,7,6,8,4,1,8,Technical,Team,Web Developer
5.06,6,5,3,2,10,2,2,1,5,8,5,9,7,9,4,4,8,Technical,Team,Web Developer
4.8,6,4,2,4,4,1,5,3,1,2,10,7,8,3,7,4,8,Technical,Team,Software Tester
4.69,8,3,6,6,1,2,5,3,7,2,6,6,5,4,4,3,6,Technical,Team,Cloud Engineer
5.04,4,8,5,9,4,1,8,1,4,1,3,6,10,4,8,4,6,Analytical,Team,Data Analyst
4.75,3,4,2,6,2,2,6,2,3,1,1,7,8,6,6,9,7,Analytical,Team,IT Project Coordinator
4.99,2,5,2,8,3,1,7,2,1,1,1,9,7,6,10,8,7,Technical,Team,Business Analyst
4.41,4,3,4,5,5,1,3,2,2,1,8,6,9,2,5,5,6,Technical,Team,Software Tester
4.37,4,4,2,6,4,3,5,2,3,1,8,6,7,3,4,5,6,Analytical,Team,Software Tester
4.54,2,2,3,1,5,1,4,1,1,10,2,5,5,7,6,6,6,Technical,Team,UI/UX Designer
4.88,5,6,2,6,4,4,2,1,3,3,7,8,9,5,5,2,8,Technical,Team,Software Tester
4.99,5,2,1,5,3,1,5,2,3,1,3,6,5,5,9,7,7,Technical,Team,IT Project Coordinator
4.94,2,7,1,5,1,1,5,2,2,3,1,7,7,4,9,6,8,Analytical,Team,Business Analyst
5.14,8,4,3,9,1,3,10,2,5,3,7,9,7,4,6,2,5,Analytical,Individual,Machine Learning Engineer
4.92,4,1,3,2,5,2,3,1,1,10,3,6,7,10,9,4,7,Creative,Individual,UI/UX Designer
5.08,6,7,9,1,2,2,4,5,8,2,4,6,8,2,7,7,8,Technical,Team,System Administrator
4.7,5,3,5,4,2,3,3,1,3,1,7,8,6,2,5,4,8,Technical,Team,Software Tester
5.23,5,5,6,3,1,9,4,5,5,7,8,7,5,7,6,5,5,Analytical,Individual,Mobile App Developer
4.95,6,5,6,3,10,5,1,2,3,5,5,6,6,5,7,2,7,Technical,Team,Web Developer
5.16,7,5,9,6,4,3,3,10,3,2,7,9,9,3,4,2,7,Technical,Individual,Cybersecurity Analyst
4.73,3,3,3,5,1,2,7,2,2,2,3,7,7,5,10,6,7,Analytical,Team,Business Analyst
4.79,4,6,3,8,3,2,7,1,1,2,1,8,6,5,9,5,9,Analytical,Team,Business Analyst
4.78,5,1,1,3,4,3,4,2,2,8,2,4,10,9,7,4,8,Creative,Team,UI/UX Designer
4.99,7,4,7,5,2,1,6,7,6,1,5,7,8,2,5,3,4,Technical,Individual,Cybersecurity Analyst
5.01,9,6,3,4,2,8,4,2,3,6,7,7,7,5,4,4,6,Technical,Individual,Mobile App Developer
5.11,8,4,4,8,2,1,10,2,4,2,7,10,10,3,6,3,4,Analytical,Individual,Machine Learning Engineer
4.99,5,2,6,5,4,3,4,5,8,1,7,6,7,3,7,4,6,Technical,Team,Cloud Engineer
4.8,4,3,2,6,5,2,2,2,4,1,10,8,6,5,4,3,5,Technical,Team,Software Tester
5.19,9,6,5,5,7,4,1,4,5,6,6,7,6,7,4,2,5,Technical,Team,Web Developer
4.97,9,4,3,7,1,3,9,1,5,1,6,7,7,5,5,3,6,Analytical,Individual,Machine Learning Engineer
5.02,4,6,10,5,1,2,1,10,4,2,8,7,8,5,5,1,7,Technical,Individual,Cybersecurity Analyst
5.03,6,7,5,9,1,3,8,1,1,3,5,8,9,4,5,6,5,Analytical,Individual,Data Analyst
4.97,5,4,2,8,1,1,6,2,3,3,1,8,9,5,10,7,9,Analytical,Team,Business Analyst
5.04,7,10,3,10,2,1,9,1,1,2,4,8,10,2,8,5,5,Analytical,Individual,Data Analyst
5.14,9,4,3,10,2,3,8,1,6,2,4,10,8,4,6,4,6,Analytical,Individual,Machine Learning Engineer
4.99,5,5,1,6,3,2,6,2,3,2,2,7,6,6,9,9,7,Analytical,Team,IT Project Coordinator
5.15,6,7,3,3,9,4,2,5,2,6,3,6,7,10,7,5,6,Technical,Team,Web Developer
5.45,8,8,5,5,5,3,3,4,2,4,6,10,8,3,7,6,8,Technical,Individual,Software Engineer
5.05,7,7,3,6,5,10,3,2,7,7,7,8,8,7,3,4,10,Technical,Individual,Mobile App Developer
4.66,6,2,1,4,5,3,4,2,2,9,4,5,6,7,6,5,6,Analytical,Team,UI/UX Designer
4.76,4,3,4,5,5,3,2,3,3,3,9,7,5,4,5,5,5,Technical,Team,Software Tester
5.62,7,7,6,7,5,5,5,4,4,3,3,10,9,6,6,3,8,Technical,Individual,Software Engineer
5.09,8,3,8,6,3,1,5,6,7,2,5,9,8,4,7,2,6,Technical,Team,Cloud Engineer
4.78,1,6,3,5,3,2,5,2,3,4,2,6,9,5,6,5,7,Analytical,Team,Business Analyst
4.86,8,3,6,5,2,3,1,4,8,1,6,9,6,4,6,5,5,Technical,Team,Cloud Engineer
4.8,5,4,3,3,4,4,2,2,1,3,9,9,6,3,10,2,6,Technical,Team,Software Tester
5.62,10,10,6,6,5,4,5,4,4,4,5,10,6,4,5,3,7,Technical,Individual,Software Engineer
4.91,6,6,3,4,9,2,1,2,5,7,4,8,5,8,4,3,5,Technical,Team,Web Developer
5.21,9,6,6,5,5,5,4,1,2,4,5,9,9,6,4,6,5,Technical,Individual,Software Engineer
4.76,2,4,3,8,1,1,5,1,1,1,3,7,7,5,10,7,8,Analytical,Team,IT Project Coordinator
5.36,8,5,4,4,4,7,1,3,5,6,8,8,5,8,5,4,7,Technical,Individual,Mobile App Developer
4.44,3,4,1,6,3,1,6,2,1,2,1,5,9,8,8,7,8,Creative,Individual,IT Project Coordinator
5.2,7,4,4,5,9,5,3,4,2,6,5,8,7,6,5,4,8,Technical,Team,Web Developer
4.75,4,1,1,3,5,1,2,1,2,7,1,6,5,10,6,5,9,Creative,Team,UI/UX Designer
5.32,9,7,4,8,4,2,7,2,7,3,5,10,9,5,6,5,6,Analytical,Individual,Machine Learning Engineer
5.08,8,4,2,5,7,3,4,2,3,6,7,7,7,7,7,6,4,Technical,Team,Web Developer
4.96,8,4,7,3,4,3,2,4,10,1,7,7,5,3,5,2,8,Technical,Individual,Cloud Engineer
5.0,7,5,2,7,3,3,10,1,3,1,5,9,9,5,7,4,4,Analytical,Team,Data Analyst
4.86,5,9,8,3,3,1,1,7,6,1,4,9,7,3,4,5,5,Technical,Team,System Administrator
5.03,4,6,9,6,4,1,3,7,4,2,7,8,7,2,6,3,7,Technical,Individual,Cybersecurity Analyst
4.95,5,3,10,4,1,1,5,10,3,2,8,6,9,2,3,5,7,Technical,Individual,Cybersecurity Analyst
5.05,7,4,6,5,7,4,1,5,1,4,9,6,8,6,4,5,7,Technical,Team,Web Developer
5.02,7,6,3,3,9,2,4,3,5,6,5,7,7,6,5,2,8,Technical,Team,Web Developer
4.68,4,3,5,5,3,4,4,1,1,2,10,7,8,5,5,4,7,Technical,Team,Software Tester
4.51,4,5,10,3,1,1,3,10,2,1,6,3,9,3,3,4,6,Technical,Individual,Cybersecurity Analyst
5.05,5,6,10,4,1,2,5,9,4,2,8,7,9,4,4,3,7,Analytical,Individual,Cybersecurity Analyst
5.05,8,7,7,7,4,3,2,4,4,2,8,9,9,5,6,6,6,Technical,Individual,Software Engineer
5.1,7,6,4,5,7,3,3,3,5,5,6,7,7,8,5,2,5,Technical,Team,Web Developer
5.0,6,6,8,3,3,1,5,3,7,1,6,9,7,4,5,5,8,Technical,Team,Cloud Engineer
4.33,2,3,4,6,1,1,6,2,1,2,2,6,8,5,6,9,8,Analytical,Team,Business Analyst
5.17,10,7,5,4,3,7,1,4,5,5,7,9,6,5,4,3,6,Technical,Individual,Mobile App Developer
4.81,6,3,5,3,2,1,3,1,4,3,10,7,6,3,5,2,6,Technical,Team,Software Tester
5.27,10,6,6,5,7,4,2,5,3,7,7,7,6,7,8,2,6,Analytical,Team,Web Developer
4.99,4,5,8,3,3,6,4,7,7,2,4,6,5,2,5,2,10,Technical,Team,System Administrator
4.9,6,5,8,5,2,2,2,3,5,2,7,9,5,4,4,5,7,Technical,Team,System Administrator
5.06,8,5,3,5,7,8,1,5,3,6,7,6,7,6,6,5,4,Technical,Individual,Mobile App Developer
4.92,5,4,2,7,3,1,4,4,2,2,4,8,8,4,9,7,6,Analytical,Team,Business Analyst
4.71,7,5,5,6,4,4,3,1,2,3,7,6,8,5,4,1,5,Creative,Team,Software Tester
5.08,5,6,5,10,3,3,9,3,6,1,2,9,10,2,6,3,6,Analytical,Individual,Data Analyst
5.41,9,6,6,7,5,5,1,1,3,4,6,7,8,9,5,4,8,Technical,Individual,Software Engineer
4.71,5,3,6,3,2,2,4,5,8,1,5,7,5,5,4,3,5,Technical,Individual,Cloud Engineer
5.0,10,4,5,9,1,2,7,5,6,2,2,10,7,3,4,1,5,Analytical,Individual,Machine Learning Engineer
5.0,6,5,6,5,2,3,2,4,8,1,5,9,6,4,7,4,8,Technical,Team,Cloud Engineer
4.69,4,5,3,6,2,2,5,1,3,3,2,7,9,3,7,4,9,Analytical,Team,Business Analyst
4.95,3,3,2,5,2,1,3,1,1,2,3,8,6,2,9,8,8,Analytical,Team,IT Project Coordinator
5.19,8,7,3,5,10,4,4,3,3,6,7,9,5,7,4,4,5,Technical,Team,Web Developer
4.91,5,5,7,3,1,3,4,3,8,2,4,7,7,3,7,5,8,Technical,Team,Cloud Engineer
5.03,10,6,3,6,2,7,3,2,5,5,6,6,8,4,5,5,5,Technical,Individual,Mobile App Developer
4.85,8,3,5,4,1,1,7,4,10,1,4,9,7,2,7,3,5,Technical,Team,Cloud Engineer
4.45,4,2,2,5,1,1,5,2,1,1,2,6,10,4,8,8,10,Analytical,Individual,IT Project Coordinator
5.12,8,4,6,4,4,10,1,5,3,6,8,8,7,6,4,5,4,Technical,Individual,Mobile App Developer
5.0,6,4,9,4,5,3,2,9,3,1,8,7,6,4,4,5,5,Technical,Individual,Cybersecurity Analyst
5.06,7,4,7,4,2,3,6,9,6,2,7,8,7,2,4,4,4,Technical,Individual,Cybersecurity Analyst
5.23,8,7,5,4,4,4,3,2,5,4,6,10,9,2,5,4,7,Technical,Individual,Software Engineer
5.09,8,6,5,4,3,9,1,2,2,7,5,9,5,7,5,2,7,Technical,Individual,Mobile App Developer
4.96,6,5,10,4,4,1,2,10,3,2,6,8,8,5,4,2,4,Analytical,Individual,Cybersecurity Analyst
4.69,4,4,4,6,2,2,6,2,3,1,4,5,8,3,8,7,10,Analytical,Team,IT Project Coordinator
5.88,7,8,8,9,3,3,5,8,6,2,7,8,9,3,6,5,5,Analytical,Individual,Cybersecurity Analyst
5.14,8,5,5,4,4,10,1,3,5,5,5,8,8,7,3,5,6,Technical,Team,Mobile App Developer
5.27,9,6,4,9,2,1,8,2,5,1,6,10,10,5,6,2,5,Analytical,Individual,Machine Learning Engineer
5.0,6,8,2,7,2,3,7,1,4,3,3,7,9,3,7,5,8,Analytical,Individual,Data Analyst
5.05,9,9,4,5,7,6,5,4,3,2,7,9,6,6,4,6,8,Technical,Individual,Software Engineer
5.17,5,6,7,3,4,3,5,5,10,1,7,9,8,2,7,3,8,Technical,Team,Cloud Engineer
4.92,2,3,1,2,6,1,3,2,2,8,1,4,8,10,9,5,9,Creative,Team,UI/UX Designer
4.87,3,3,3,3,4,3,1,4,2,10,3,5,7,10,8,4,6,Creative,Team,UI/UX Designer
4.97,10,7,3,6,2,10,1,2,2,4,8,6,5,4,3,3,7,Creative,Individual,Mobile App Developer
5.46,8,5,6,4,3,8,3,4,4,5,8,8,6,6,6,4,5,Technical,Individual,Mobile App Developer
4.92,2,2,4,5,1,2,3,1,3,2,3,8,7,6,7,8,10,Analytical,Team,IT Project Coordinator
5.02,6,4,4,5,8,4,3,4,5,5,4,8,8,8,5,4,5,Technical,Team,Web Developer
5.3,6,4,10,5,3,3,4,10,4,2,6,8,7,7,3,5,4,Technical,Individual,Cybersecurity Analyst
5.0,4,4,9,5,3,1,3,7,8,2,4,9,8,1,7,2,8,Technical,Team,System Administrator
4.86,5,3,2,4,4,2,3,1,2,3,10,8,8,4,6,3,8,Creative,Team,Software Tester
5.13,10,5,3,8,2,2,9,1,5,3,6,8,8,8,5,3,5,Analytical,Individual,Machine Learning Engineer
4.76,2,3,3,1,7,1,2,4,1,8,3,4,7,10,10,5,8,Creative,Team,UI/UX Designer
4.82,5,2,3,3,3,1,5,1,2,1,1,8,8,6,8,8,9,Analytical,Individual,IT Project Coordinator
5.07,10,4,4,10,4,1,8,1,6,3,5,9,7,6,4,2,4,Analytical,Individual,Machine Learning Engineer
4.99,6,3,5,4,2,4,1,2,1,1,10,8,9,4,7,3,5,Technical,Team,Software Tester
4.88,7,4,9,3,2,1,5,4,8,1,5,9,7,3,4,5,5,Technical,Team,Cloud Engineer
5.17,9,6,4,5,5,5,5,1,4,2,2,7,7,8,4,7,7,Technical,Individual,Software Engineer
4.57,3,4,8,4,3,2,3,4,5,1,7,8,6,2,4,3,5,Technical,Team,System Administrator
5.25,6,9,1,2,8,5,4,4,5,5,7,8,6,8,7,3,8,Technical,Team,Web Developer
4.71,6,4,7,3,3,3,4,3,9,1,4,6,8,2,5,4,7,Technical,Team,Cloud Engineer
4.8,2,5,2,7,3,2,8,2,2,3,1,6,10,4,9,6,6,Analytical,Team,Business Analyst
4.67,5,2,2,5,4,1,8,1,3,2,2,8,7,6,7,6,9,Analytical,Team,Business Analyst
5.24,7,4,5,3,3,3,8,4,8,2,7,9,8,5,6,4,5,Technical,Team,Cloud Engineer
5.04,6,4,6,3,9,4,2,5,4,5,7,9,7,6,7,3,6,Technical,Individual,Web Developer
5.0,2,4,3,7,2,2,7,2,2,3,4,9,8,6,8,8,8,Technical,Team,Business Analyst
4.97,7,8,2,10,1,1,7,3,1,2,5,9,7,3,8,4,5,Creative,Individual,Data Analyst
5.03,7,7,5,10,1,3,8,3,5,1,6,10,7,4,4,2,4,Analytical,Individual,Machine Learning Engineer
4.94,4,4,9,2,2,1,1,5,7,2,5,6,8,2,6,2,6,Technical,Team,System Administrator
4.16,4,6,1,1,2,1,3,1,1,1,8,7,9,4,5,4,5,Technical,Team,Software Tester
5.09,9,8,5,5,4,6,1,2,8,2,7,5,6,6,4,3,8,Technical,Individual,Software Engineer
5.12,7,6,4,3,10,5,4,4,4,7,7,6,8,8,4,5,8,Technical,Team,Web Developer
5.25,8,7,5,7,4,5,4,4,3,2,5,9,6,4,7,4,8,Technical,Individual,Software Engineer
4.5,6,5,1,4,2,2,5,2,3,2,2,7,6,4,10,8,7,Analytical,Team,IT Project Coordinator
4.79,4,5,1,5,3,2,5,1,3,3,4,9,10,6,7,4,5,Analytical,Team,Business Analyst
5.4,8,7,5,4,7,3,2,4,3,7,6,8,8,8,7,4,8,Analytical,Team,Web Developer
5.21,7,5,9,3,3,2,4,3,10,1,9,10,7,2,6,5,8,Technical,Team,Cloud Engineer
5.21,7,6,9,6,3,1,5,7,6,1,6,9,7,4,3,5,5,Technical,Individual,Cybersecurity Analyst
4.01,3,1,1,4,5,3,1,1,1,9,1,5,5,8,7,5,8,Technical,Team,UI/UX Designer
5.22,5,6,10,6,2,2,4,9,3,1,8,9,6,4,3,4,7,Analytical,Individual,Cybersecurity Analyst
4.44,3,2,3,4,6,2,5,1,1,2,1,5,6,4,10,6,9,Creative,Team,IT Project Coordinator
5.81,6,6,6,5,10,4,2,2,5,7,6,8,8,7,7,5,8,Technical,Team,Web Developer
5.03,10,7,6,4,3,10,2,4,4,5,8,6,7,5,3,3,7,Creative,Individual,Mobile App Developer
5.17,8,7,3,10,1,1,7,1,6,2,4,7,10,5,6,5,5,Analytical,Individual,Machine Learning Engineer
5.12,6,7,5,10,1,2,9,2,7,1,4,7,9,3,5,6,7,Analytical,Individual,Data Analyst
5.03,8,6,7,6,6,4,4,2,1,1,8,7,6,6,7,4,6,Technical,Individual,Software Engineer
4.95,10,5,2,8,4,2,8,1,4,1,5,7,8,4,4,3,7,Analytical,Individual,Machine Learning Engineer
4.73,3,3,2,5,6,1,1,1,1,7,3,4,6,8,6,3,9,Creative,Individual,UI/UX Designer
4.91,5,2,2,6,2,2,3,2,1,4,4,8,8,3,10,8,9,Technical,Team,IT Project Coordinator
4.92,6,6,9,4,2,4,2,3,8,1,6,9,5,5,4,3,6,Technical,Individual,Cloud Engineer
4.76,9,4,2,9,2,4,7,1,4,2,7,7,7,4,4,2,4,Analytical,Individual,Machine Learning Engineer
5.04,10,4,5,9,1,3,8,3,5,3,4,9,10,4,4,4,4,Analytical,Team,Machine Learning Engineer
5.44,7,9,6,4,7,4,5,4,2,3,7,9,8,4,7,6,8,Analytical,Individual,Software Engineer
5.13,7,7,5,10,3,2,8,3,3,1,4,9,10,4,6,2,5,Analytical,Individual,Machine Learning Engineer
4.98,8,5,3,9,3,1,8,2,2,2,5,7,10,3,5,6,5,Analytical,Individual,Data Analyst
4.93,6,7,3,8,1,1,9,2,2,2,3,6,8,3,8,3,6,Analytical,Individual,Data Analyst
5.0,8,4,5,7,1,3,8,1,4,1,5,10,8,6,5,4,5,Analytical,Individual,Machine Learning Engineer
4.88,4,5,2,8,2,3,10,3,2,3,2,6,7,5,7,4,4,Analytical,Individual,Data Analyst
4.99,4,7,2,9,2,2,9,3,4,3,5,6,8,2,6,5,7,Analytical,Individual,Data Analyst
5.05,9,6,5,4,4,9,1,2,3,5,8,7,7,6,3,2,5,Creative,Individual,Mobile App Developer
4.84,4,3,8,5,2,1,2,7,7,1,6,9,6,2,7,3,5,Technical,Team,System Administrator
4.83,5,5,5,3,3,1,6,3,3,2,8,9,6,5,6,4,8,Creative,Team,Software Tester
4.78,5,6,6,3,3,3,2,6,8,2,4,7,5,2,5,2,8,Technical,Team,System Administrator
4.93,5,7,6,4,2,1,4,7,6,2,7,9,5,3,5,3,7,Technical,Team,System Administrator
5.24,8,4,5,5,3,8,3,2,5,7,5,8,7,2,9,4,5,Technical,Individual,Mobile App Developer
5.06,8,7,6,3,10,5,2,2,4,5,5,8,7,6,7,4,8,Technical,Team,Web Developer
4.94,7,5,5,7,4,4,2,2,3,3,5,8,7,4,6,4,5,Technical,Individual,Software Engineer
